,Title,Year,Rated,Released,Season,Episode,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,seriesID,Type,Response
39,The Children,2014,TV-MA,15 Jun 2014,4,10,65 min,"Action, Adventure, Drama",Alex Graves,"George R.R. Martin, David Benioff, D.B. Weiss","Peter Dinklage, Nikolaj Coster-Waldau, Lena Headey","Jon makes an important decision. Daenerys experiences new consequences. Brienne and Podrick have an unexpected encounter. Bran achieves a goal, while Tyrion makes an important discovery.",English,United States,1 win,https://m.media-amazon.com/images/M/MV5BNTM5YzI1NmUtNDA5YS00Yzk3LThkYjAtMGUxNzhhYjg5ZTU3XkEyXkFqcGdeQXVyMzQ3Nzk5MTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '9.7/10'}]",N/A,9.7,44528,tt3060860,tt0944947,episode,True
40,The Wars to Come,2015,TV-MA,12 Apr 2015,5,1,53 min,"Action, Adventure, Drama",Michael Slovis,"George R.R. Martin, David Benioff, D.B. Weiss","Peter Dinklage, Nikolaj Coster-Waldau, Lena Headey","Cersei and Jaime adjust to a world without Tywin. Tyrion and Varys arrive at Pentos. In Meereen, a new enemy emerges. Jon is caught between two kings.",N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMTk4ODQ0ODQyMl5BMl5BanBnXkFtZTgwMDczODYyNDE@._V1_SX300.jpg,[],N/A,N/A,29751,tt3658012,tt0944947,episode,True
41,The House of Black and White,2015,TV-MA,19 Apr 2015,5,2,56 min,"Action, Adventure, Drama",Michael Slovis,"George R.R. Martin, David Benioff, D.B. Weiss","Peter Dinklage, Nikolaj Coster-Waldau, Lena Headey",Arya arrives in Braavos. Jaime takes on a secret mission. Ellaria Sand seeks revenge for Oberyn's death. Stannis makes Jon a generous offer as the Night's Watch elects a new Lord Commander. Daenerys is faced with a difficult decision,N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BOGNkMTViNjItMGYwZS00NTdlLTg2MDgtNDQzOTZlOWY3ZmFkXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.5/10'}]",N/A,8.5,26638,tt3846626,tt0944947,episode,True
42,High Sparrow,2015,TV-MA,26 Apr 2015,5,3,60 min,"Action, Adventure, Drama",Mark Mylod,"George R.R. Martin, David Benioff, D.B. Weiss","Peter Dinklage, Lena Headey, Kit Harington",Tommen and Margaery wed. Arya has trouble adapting to her new life. Littlefinger reveals his plans to Sansa. Jon gives his first orders as Lord Commander. Tyrion and Varys arrive in Volantis.,N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMjM2NDIzMDkxNV5BMl5BanBnXkFtZTgwMzg2MjQ0NTE@._V1_SX300.jpg,[],N/A,N/A,25734,tt3866836,tt0944947,episode,True
43,Sons of the Harpy,2015,TV-MA,03 May 2015,5,4,51 min,"Action, Adventure, Drama",Mark Mylod,"George R.R. Martin, David Benioff, D.B. Weiss","Peter Dinklage, Nikolaj Coster-Waldau, Lena Headey","Jorah Mormont sets sail alongside his prisoner, Tyrion. Cersei makes a move against the Tyrells. Jaime and Bronn sneak into Dorne. Ellaria and the Sand Snakes make their plans. Melisandre tempts Jon. The Harpies attack.",N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMTk5MzAzNjA4OV5BMl5BanBnXkFtZTgwNzQ4MDA2NTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.7/10'}]",N/A,8.7,26383,tt3866838,tt0944947,episode,True
44,Kill the Boy,2015,TV-MA,10 May 2015,5,5,57 min,"Action, Adventure, Drama",Jeremy Podeswa,"George R.R. Martin, David Benioff, D.B. Weiss","Peter Dinklage, Emilia Clarke, Kit Harington",Daenerys arrests the heads of Meereen's great families. Jon makes a difficult decision. Theon is forced to face Sansa. Stannis rides south. Tyrion and Jorah enter the ruins of Old Valyria.,N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMjM5NTE2OTk2M15BMl5BanBnXkFtZTgwMjcyMjQ2NTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.6/10'}]",N/A,8.6,26740,tt3866840,tt0944947,episode,True
45,"Unbowed, Unbent, Unbroken",2015,TV-MA,17 May 2015,5,6,54 min,"Action, Adventure, Drama",Jeremy Podeswa,"George R.R. Martin, David Benioff, D.B. Weiss","Peter Dinklage, Nikolaj Coster-Waldau, Lena Headey",Arya is put to the test. Tyrion and Jorah are captured by slavers. Loras Tyrell is judged by the Sparrows. Jaime and Bronn face the Sand Snakes. Sansa marries Ramsay Bolton.,N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BODcxNzI2NTI3Ml5BMl5BanBnXkFtZTgwNzc1NDE3NTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}]",N/A,8.0,29961,tt3866842,tt0944947,episode,True
46,The Gift,2015,TV-MA,24 May 2015,5,7,59 min,"Action, Adventure, Drama",Miguel Sapochnik,"George R.R. Martin, David Benioff, D.B. Weiss","Peter Dinklage, Nikolaj Coster-Waldau, Lena Headey",Jon heads east as trouble begins to stir for Sam and Gilly at Castle Black. Sansa asks Theon for help. Tyrion and Jorah are sold as slaves. Cersei savors her triumph over the Tyrells as new plots are developed in the shadows.,N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BNjliY2YwNzgtOGM3My00Y2I0LTgzNzgtZDUyYjM3YWM0MDcwXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '9.0/10'}]",N/A,9.0,28871,tt3866846,tt0944947,episode,True
47,Hardhome,2015,TV-MA,31 May 2015,5,8,61 min,"Action, Adventure, Drama",Miguel Sapochnik,"George R.R. Martin, David Benioff, D.B. Weiss","Peter Dinklage, Lena Headey, Emilia Clarke",Tyrion advises Daenerys. Sansa forces Theon to tell her a secret. Cersei remains stubborn. Arya meets her first target. Jon and Tormund meet with the wildling elders.,N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BYzYyOTgwNmUtOTEwOC00ZWNhLTg0NWEtMzM5MjBkYjU3NTgzXkEyXkFqcGdeQXVyNjQ5NDE0Mzc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '9.8/10'}]",N/A,9.8,98326,tt3866850,tt0944947,episode,True
48,The Dance of Dragons,2015,TV-MA,07 Jun 2015,5,9,52 min,"Action, Adventure, Drama",David Nutter,"George R.R. Martin, David Benioff, D.B. Weiss","Peter Dinklage, Nikolaj Coster-Waldau, Emilia Clarke",Jon and the wildlings return to Castle Black. Jaime meets with Doran Martell. Stannis makes a hard choice. Arya runs into Meryn Trant. Daenerys attends the grand reopening of the fighting pits.,N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BY2U1YTY4MjMtYzIxMy00N2NlLThmZWQtODUwNDZmN2I4OGQ4XkEyXkFqcGdeQXVyMzQ3Nzk5MTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '9.4/10'}]",N/A,9.4,42818,tt3866826,tt0944947,episode,True
49,Mother's Mercy,2015,TV-MA,14 Jun 2015,5,10,60 min,"Action, Adventure, Drama",David Nutter,"George R.R. Martin, David Benioff, D.B. Weiss","Peter Dinklage, Nikolaj Coster-Waldau, Lena Headey",Stannis arrives at Winterfell. Tyrion runs Meereen as Daario and Jorah go after Daenerys. Jaime and Myrcella leave Dorne. Jon sends Sam and Gilly to Oldtown. Arya challenges the Many-Faced God. Cersei confesses her sins.,N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMTg3Njc4ODQ0M15BMl5BanBnXkFtZTgwNTczMjk5NTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '9.1/10'}]",N/A,9.1,41492,tt3866862,tt0944947,episode,True
50,The Red Woman,2016,TV-MA,24 Apr 2016,6,1,50 min,"Action, Adventure, Drama",Jeremy Podeswa,"George R.R. Martin, David Benioff, D.B. Weiss","Peter Dinklage, Nikolaj Coster-Waldau, Lena Headey",The fate of Jon Snow is revealed. Daenerys is brought before Khal Moro. Tyrion gets used to living in Meereen. Ramsay sends his dogs after Theon and Sansa. Ellaria and the Sand Snakes make their move. Cersei mourns for Myrcella.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZTMwNDliODUtMDA2MS00OTJjLThlZmYtMjM2ZjBhYjBmNGM1XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX300.jpg,[],N/A,N/A,39110,tt3658014,tt0944947,episode,True
51,Home,2016,TV-MA,01 May 2016,6,2,54 min,"Action, Adventure, Drama",Jeremy Podeswa,"George R.R. Martin, David Benioff, D.B. Weiss","Peter Dinklage, Nikolaj Coster-Waldau, Lena Headey",Bran trains with the Three-Eyed Raven. Tommen meets with Cersei. Tyrion makes a bold move. Theon leaves while at Pyke new issues arise. Ramsay's brother is born. Davos asks Melisandre for a miracle.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMzQ5MWEzNjgtZTY4OS00NTY2LWE0YTktMTI2ZWQ0NzA0ZGMxXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '9.4/10'}]",N/A,9.4,45803,tt4077554,tt0944947,episode,True
52,Oathbreaker,2016,TV-MA,08 May 2016,6,3,52 min,"Action, Adventure, Drama",Daniel Sackheim,"George R.R. Martin, David Benioff, D.B. Weiss","Peter Dinklage, Nikolaj Coster-Waldau, Lena Headey","Daenerys arrives at Vaes Dothrak. Sam and Gilly sail for Horn Hill. Arya trains as No One. Varys finds information on the Sons of the Harpy. Ramsay receives a gift. Tommen meets with the High Sparrow. At Castle Black, a miracle occur",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYWM2ZTIwODQtMmFlZC00ZmQ1LWJmMGMtMzdhOGQwNWY4NWJhXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.7/10'}]",N/A,8.7,33434,tt4131606,tt0944947,episode,True
53,Book of the Stranger,2016,TV-MA,15 May 2016,6,4,59 min,"Action, Adventure, Drama",Daniel Sackheim,"George R.R. Martin, David Benioff, D.B. Weiss","Peter Dinklage, Nikolaj Coster-Waldau, Lena Headey",Sansa arrives at Castle Black. Tyrion makes a deal with the slave masters. Jorah and Daario sneak into Vaes Dothrak. Ramsay sends a letter to Jon. Theon arrives at Pyke. Cersei and Olenna Tyrell plot against the High Sparrow.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNjQwNjEyMTkzMl5BMl5BanBnXkFtZTgwNDAzNTI5ODE@._V1_SX300.jpg,[],N/A,N/A,35904,tt4283016,tt0944947,episode,True
54,The Door,2016,TV-MA,22 May 2016,6,5,57 min,"Action, Adventure, Drama",Jack Bender,"George R.R. Martin, David Benioff, D.B. Weiss","Peter Dinklage, Emilia Clarke, Kit Harington",Sansa and Jon make plans. Arya is given another chance to prove herself. Jorah confesses a secret to Daenerys. Tyrion meets with a red priestess. Yara finds her rule tested. Bran discovers the origin of the White Walkers.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BODY3MDA2ODcxMF5BMl5BanBnXkFtZTgwNDY5Nzk5ODE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '9.7/10'}]",N/A,9.7,69317,tt4283028,tt0944947,episode,True
55,Blood of My Blood,2016,TV-MA,29 May 2016,6,6,52 min,"Action, Adventure, Drama",Jack Bender,"George R.R. Martin, David Benioff, D.B. Weiss","Nikolaj Coster-Waldau, Lena Headey, Emilia Clarke",Bran and Meera find a new ally. Gilly meets Sam's family. Arya makes a difficult choice. The Lannisters and Tyrells march against the High Sparrow.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTgzOTEwMjU2M15BMl5BanBnXkFtZTgwOTMyNzYwOTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}]",N/A,8.4,33089,tt4283054,tt0944947,episode,True
56,The Broken Man,2016,TV-MA,05 Jun 2016,6,7,51 min,"Action, Adventure, Drama",Mark Mylod,"George R.R. Martin, David Benioff, D.B. Weiss","Nikolaj Coster-Waldau, Lena Headey, Kit Harington",Jon and Sansa gather troops. Jaime arrives at Riverrun. Olenna Tyrell plans to leave King's Landing. Theon and Yara plan a destination. Arya makes plans to leave.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNTI4YWU4MTAtNTBmZS00ZjU2LTk2ODctMTMxZDA2Y2VlMTljXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.5/10'}]",N/A,8.5,32316,tt4283060,tt0944947,episode,True
57,No One,2016,TV-MA,12 Jun 2016,6,8,59 min,"Action, Adventure, Drama",Mark Mylod,"George R.R. Martin, David Benioff, D.B. Weiss","Peter Dinklage, Nikolaj Coster-Waldau, Lena Headey",Brienne arrives at Riverrun. Arya seeks shelter. Jaime meets with Edmure Tully. Cersei challenges the Faith. Sandor Clegane hunts for revenge. Tyrion faces the consequences of earlier decisions.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNzk2MDY1YzYtNTE3Yi00YzllLWFkYTAtYzhlZGUzMzI2NWQ0XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}]",N/A,8.4,36387,tt4283074,tt0944947,episode,True
58,Battle of the Bastards,2016,TV-MA,19 Jun 2016,6,9,60 min,"Action, Adventure, Drama",Miguel Sapochnik,"George R.R. Martin, David Benioff, D.B. Weiss","Peter Dinklage, Kit Harington, Emilia Clarke",Jon and Sansa face Ramsay Bolton on the fields of Winterfell. Daenerys strikes back at her enemies. Theon and Yara arrive in Meereen.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZDFiZTNiMmItMDk5ZC00OGZmLTk3NmItODM5ZWE2YWMzZjliXkEyXkFqcGdeQXVyOTMyOTQyNzA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '9.9/10'}]",N/A,9.9,202670,tt4283088,tt0944947,episode,True
59,The Winds of Winter,2016,TV-MA,26 Jun 2016,6,10,68 min,"Action, Adventure, Drama",Miguel Sapochnik,"George R.R. Martin, David Benioff, D.B. Weiss","Peter Dinklage, Nikolaj Coster-Waldau, Lena Headey",Cersei and Loras Tyrell stand trial by the gods. Daenerys prepares to set sail for Westeros. Davos confronts Melisandre. Sam and Gilly arrive in the Citadel. Bran discovers a long-kept secret. Lord Frey has an uninvited guest.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTc0ZjQ5ODctYzRmNC00ZjQ3LWFlZDctN2NjNjY1MTliMjU3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjkxMjM5Nzc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '9.9/10'}]",N/A,9.9,142781,tt4283094,tt0944947,episode,True
60,Dragonstone,2017,TV-MA,16 Jul 2017,7,1,59 min,"Action, Adventure, Drama",Jeremy Podeswa,"George R.R. Martin, David Benioff, D.B. Weiss","Peter Dinklage, Nikolaj Coster-Waldau, Lena Headey","Jon organizes the North's defenses. Cersei tries to even the odds. Daenerys comes home. Arya reminds the Freys ""the North remembers."" Sam adapts to life in Oldtown. The Night King makes his way south.",N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMmM3OWJmMDQtYjAxNC00MjlhLThjYWMtNGM3ZmUxMDZjZWUyXkEyXkFqcGdeQXVyNTM3MDMyMDQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.6/10'}]",N/A,8.6,50033,tt5654088,tt0944947,episode,True
61,Stormborn,2017,TV-MA,23 Jul 2017,7,2,59 min,"Action, Adventure, Drama",Mark Mylod,"George R.R. Martin, David Benioff, D.B. Weiss","Peter Dinklage, Nikolaj Coster-Waldau, Lena Headey",Daenerys receives an unexpected visitor. Jon faces resistance. Tyrion plans the conquest of Westeros. Cersei gathers her allies. Arya has a reunion with old friends. Sam risks his career and life.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BODAwNjk2ZTgtN2E1Ny00MmVmLTliMjMtMjRhMTVmOGZiODVlXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.9/10'}]",N/A,8.9,43475,tt5655178,tt0944947,episode,True
62,The Queen's Justice,2017,TV-MA,30 Jul 2017,7,3,63 min,"Action, Adventure, Drama",Mark Mylod,"George R.R. Martin, David Benioff, D.B. Weiss","Peter Dinklage, Nikolaj Coster-Waldau, Lena Headey",Jon and Daenerys finally meet. Cersei gains a new ally. Sansa receives an unexpected visitor. Sam is confronted for his actions.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYzkyMGZjYmYtMzM0Ny00YTJjLWFiNTYtZDFiYTBmMDgxNWM0XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '9.2/10'}]",N/A,9.2,45492,tt5775840,tt0944947,episode,True
63,The Spoils of War,2017,TV-MA,06 Aug 2017,7,4,50 min,"Action, Adventure, Drama",Matt Shakman,"George R.R. Martin, David Benioff, D.B. Weiss","Peter Dinklage, Nikolaj Coster-Waldau, Lena Headey",Daenerys takes matters into her own hands. Arya reaches her destination. Jaime and Bronn collect the spoils from the war with the Tyrells.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMzRkYjAwN2QtMzk3MC00ZTFiLWE5Y2UtZDFhYzUwY2IzYjBjXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_SX300.jpg,[],N/A,N/A,86426,tt5775846,tt0944947,episode,True
64,Eastwatch,2017,TV-MA,13 Aug 2017,7,5,59 min,"Action, Adventure, Drama",Matt Shakman,"George R.R. Martin, David Benioff, D.B. Weiss","Peter Dinklage, Nikolaj Coster-Waldau, Lena Headey",Daenerys demands loyalty from the surviving Lannister soldiers; Jon heeds Bran's warning about White Walkers on the move; Cersei vows to vanquish anyone or anything that stands in her way.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZjlmODJmZTAtNDIzMC00NTY5LTk2Y2EtM2MzYjc2YWJlMmM0XkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.8/10'}]",N/A,8.8,43227,tt5775854,tt0944947,episode,True
65,Beyond the Wall,2017,TV-MA,20 Aug 2017,7,6,70 min,"Action, Adventure, Drama",Alan Taylor,"George R.R. Martin, David Benioff, D.B. Weiss","Peter Dinklage, Emilia Clarke, Kit Harington",Jon and his team go beyond the wall to capture a wight. Daenerys has to make a tough decision.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTkxOTY1NDc3OF5BMl5BanBnXkFtZTgwODM5MTkyMzI@._V1_SX300.jpg,[],N/A,N/A,62799,tt5775864,tt0944947,episode,True
66,The Dragon and the Wolf,2017,TV-MA,27 Aug 2017,7,7,80 min,"Action, Adventure, Drama",Jeremy Podeswa,"George R.R. Martin, David Benioff, D.B. Weiss","Peter Dinklage, Nikolaj Coster-Waldau, Lena Headey","Everyone meets in King's Landing to discuss the fate of the realm. In Winterfell, Sansa confronts Arya. Sam reaches Winterfell, where he and Bran discover a shocking secret about Jon Snow.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTc2MTVkZDYtMmI4My00YjdjLWJhYmYtNWViZGQ2Nzk0NzNkXkEyXkFqcGdeQXVyMjk3NTUyOTc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '9.4/10'}]",N/A,9.4,62761,tt5775874,tt0944947,episode,True
67,Winterfell,2019,TV-MA,14 Apr 2019,8,1,54 min,"Action, Adventure, Drama",David Nutter,"George R.R. Martin, David Benioff, D.B. Weiss","Peter Dinklage, Nikolaj Coster-Waldau, Lena Headey",Jon and Daenerys arrive in Winterfell and are met with skepticism. Sam learns about the fate of his family. Cersei gives Euron the reward he aims for. Theon follows his heart.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYmEwZDViYjMtZGNhNC00NzkxLWJlMDMtNWVhZTQ5MWU2YTEzXkEyXkFqcGdeQXVyOTMyOTQyNzA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",N/A,7.6,130156,tt5924366,tt0944947,episode,True
68,A Knight of the Seven Kingdoms,2019,TV-MA,21 Apr 2019,8,2,58 min,"Action, Adventure, Drama",David Nutter,"George R.R. Martin, David Benioff, D.B. Weiss","Peter Dinklage, Nikolaj Coster-Waldau, Emilia Clarke",Jaime faces judgment and Winterfell prepares for the battle to come.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BYzZmODZkZjItYmZiOS00MjM4LWE5NWUtMjgwOTJmMTkzZWQ3XkEyXkFqcGdeQXVyMjIyMTc0ODQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",N/A,7.8,128503,tt6027908,tt0944947,episode,True
69,The Long Night,2019,TV-MA,28 Apr 2019,8,3,82 min,"Action, Adventure, Drama",Miguel Sapochnik,"George R.R. Martin, David Benioff, D.B. Weiss","Peter Dinklage, Nikolaj Coster-Waldau, Emilia Clarke",The Night King and his army have arrived at Winterfell and the great battle begins.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BOGFmYzU3ZTUtNzU3YS00OGQwLTkzMjMtZDY5NmI5MGYwNTQ5XkEyXkFqcGdeQXVyOTMyOTQyNzA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",N/A,7.5,212507,tt6027912,tt0944947,episode,True
70,The Last of the Starks,2019,TV-MA,05 May 2019,8,4,78 min,"Action, Adventure, Drama",David Nutter,"George R.R. Martin, David Benioff, D.B. Weiss","Peter Dinklage, Nikolaj Coster-Waldau, Lena Headey",The Battle of Winterfell is over and a new chapter for Westeros begins.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BZTNjMTg4ZjMtZTQzZS00NDMyLWFmMWEtYmQ5YmY4Yzg0MzZjXkEyXkFqcGdeQXVyNDg4NjY5OTQ@._V1_SX300.jpg,[],N/A,N/A,162158,tt6027914,tt0944947,episode,True
71,The Bells,2019,TV-MA,12 May 2019,8,5,78 min,"Action, Adventure, Drama",Miguel Sapochnik,"George R.R. Martin, David Benioff, D.B. Weiss","Peter Dinklage, Nikolaj Coster-Waldau, Lena Headey",Forces have arrived at King's Landing for the final battle.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNmUzNWU3MGItYjZmMi00N2VjLWJlNDQtNTU3MTk0MTU4NTk4XkEyXkFqcGdeQXVyNjIwNzU1MzQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]",N/A,6.0,189222,tt6027916,tt0944947,episode,True
72,The Iron Throne,2019,TV-MA,19 May 2019,8,6,80 min,"Action, Adventure, Drama","David Benioff, D.B. Weiss","George R.R. Martin, David Benioff, D.B. Weiss","Peter Dinklage, Nikolaj Coster-Waldau, Lena Headey","In the aftermath of the devastating attack on King's Landing, Daenerys must face the survivors.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BOTE0NzM0Y2EtN2NiNC00NzkwLWExZjYtYmYxNTY5ZDg4NzhhXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.0/10'}]",N/A,4.0,241989,tt6027920,tt0944947,episode,True
